Station-ID;Name;Zeitstempel;Lufttemperatur;Regen in 1 h;Regen in 24 h;Regen in 48 h;Koordinaten;Stadtklima Basel Link;Unix Zeitstempel
0340AD99;Grenzstrasse Mauer Mast;2025-04-14T08:42:10+02:00;15.09;0.0;10.8;11.8;47.58789, 7.596889;https://meteoblue.com/de/products/cityclimate/basel#0340AD99;1744612930
0340D1EE;Klusstrasse;2025-04-14T08:35:49+02:00;12.67;6.6;7.4;8.0;47.46801, 7.59001;https://meteoblue.com/de/products/cityclimate/basel#0340D1EE;1744612549
0340F2EB;Paul-Sacher-Anlage;2025-04-14T09:00:27+02:00;13.73;0.0;17.0;18.6;47.55915, 7.60913;https://meteoblue.com/de/products/cityclimate/basel#0340F2EB;1744614027
0340F2EF;Dreirosenbrücke;2025-04-14T09:09:50+02:00;13.49;0.0;12.4;13.0;47.5708030291399, 7.585160728836051;https://meteoblue.com/de/products/cityclimate/basel#0340F2EF;1744614590
03200246;Binningen;2025-04-14T04:05:49+02:00;11.6;0.4;34.2;34.2;47.5411, 7.58355;https://meteoblue.com/de/products/cityclimate/basel#03200246;1744596349
0320024A;St. Johann;2025-04-14T04:04:17+02:00;12.27;0.4;20.8;20.8;47.56597, 7.58201;https://meteoblue.com/de/products/cityclimate/basel#0320024A;1744596257
0340015E;Lysbüchel 1;2025-04-14T04:07:28+02:00;12.69;0.0;14.8;14.8;47.57355, 7.57355;https://meteoblue.com/de/products/cityclimate/basel#0340015E;1744596448
03400161;Spitalstrasse;2025-04-14T04:07:28+02:00;12.71;0.0;12.8;12.8;47.56335, 7.58294;https://meteoblue.com/de/products/cityclimate/basel#03400161;1744596448
03400163;Office Ready (31.03.25);2025-04-14T04:00:09+02:00;12.14;0.2;3.4;3.4;;https://meteoblue.com/de/products/cityclimate/basel#03400163;1744596009
03400168;Schweizerhalle;2025-04-14T04:09:36+02:00;11.9;0.2;13.6;13.6;47.53086, 7.66182;https://meteoblue.com/de/products/cityclimate/basel#03400168;1744596576
0340018F;Kantstraße;2025-04-14T03:58:45+02:00;12.12;1.2;12.6;12.6;47.55199167, 7.6799486;https://meteoblue.com/de/products/cityclimate/basel#0340018F;1744595925
0340019A;Gleisbett (Mast 2);2025-04-14T04:09:36+02:00;11.92;0.0;0.0;0.0;47.54253, 7.60985;https://meteoblue.com/de/products/cityclimate/basel#0340019A;1744596576
034001A4;Bahnhof SBB;2025-04-14T03:55:18+02:00;12.4;2.2;16.6;16.6;47.54789, 7.58976;https://meteoblue.com/de/products/cityclimate/basel#034001A4;1744595718
034001A5;Schulhaus Leonhard 1;2025-04-14T04:08:37+02:00;13.1;0.0;1.2;1.2;47.55426883, 7.587061072;https://meteoblue.com/de/products/cityclimate/basel#034001A5;1744596517
034001A9;Tüllingerstraße;2025-04-14T04:04:13+02:00;11.7;0.0;0.0;0.0;47.615889, 7.6506304;https://meteoblue.com/de/products/cityclimate/basel#034001A9;1744596253
034001AF;St. Johann;2025-04-14T04:04:45+02:00;12.27;0.4;21.6;21.6;47.56597, 7.58201;https://meteoblue.com/de/products/cityclimate/basel#034001AF;1744596285
034001B3;Niederfeldstrasse;2025-04-14T04:00:33+02:00;12.39;0.0;0.0;0.0;47.53074, 7.67954;https://meteoblue.com/de/products/cityclimate/basel#034001B3;1744596033
03400394;Brünnlinrain (Laterne);2025-04-14T04:05:26+02:00;12.38;0.2;15.8;15.8;47.59267, 7.65379;https://meteoblue.com/de/products/cityclimate/basel#03400394;1744596326
03400397;Lindenplatz;2025-04-14T04:06:14+02:00;12.58;0.2;6.6;6.6;47.55811, 7.56055;https://meteoblue.com/de/products/cityclimate/basel#03400397;1744596374
034003AF;Blotzheimerweg;2025-04-14T03:55:07+02:00;12.06;2.4;17.8;17.8;47.56172, 7.5607;https://meteoblue.com/de/products/cityclimate/basel#034003AF;1744595707
034003B4;Office Ready (31.03.25);2025-04-14T03:51:48+02:00;12.88;2.4;16.6;16.6;;https://meteoblue.com/de/products/cityclimate/basel#034003B4;1744595508
03409965;Fasanenstrasse;2025-04-14T04:00:15+02:00;12.8;0.0;0.0;0.0;47.571, 7.61641;https://meteoblue.com/de/products/cityclimate/basel#03409965;1744596015
0340996E;Dorenbachstrasse;2025-04-14T03:48:06+02:00;12.48;0.0;0.0;0.0;47.54426, 7.57394;https://meteoblue.com/de/products/cityclimate/basel#0340996E;1744595286
0340996F;Moosackerweg;2025-04-14T03:58:15+02:00;11.13;2.4000000000000004;16.8;16.8;47.45687, 7.59547;https://meteoblue.com/de/products/cityclimate/basel#0340996F;1744595895
03409974;Hofstrasse;2025-04-14T03:55:43+02:00;12.32;2.5999999999999996;10.8;10.8;47.55773, 7.62675;https://meteoblue.com/de/products/cityclimate/basel#03409974;1744595743
03409975;Office Ready (31.03.25);2025-04-14T04:00:52+02:00;12.79;0.2;11.8;11.8;;https://meteoblue.com/de/products/cityclimate/basel#03409975;1744596052
03409988;Heuwaage;2025-04-14T04:02:06+02:00;12.76;0.2;18.8;18.8;47.55095, 7.587;https://meteoblue.com/de/products/cityclimate/basel#03409988;1744596126
03409990;Georges-Köhler-Straße;2025-04-14T04:07:21+02:00;12.32;0.0;0.0;0.0;47.610674968339, 7.656698461915;https://meteoblue.com/de/products/cityclimate/basel#03409990;1744596441
03409994;Badischer Bahnhof;2025-04-14T04:07:36+02:00;12.92;0.0;1.0;1.0;47.56586, 7.60742;https://meteoblue.com/de/products/cityclimate/basel#03409994;1744596456
03409997;Office Ready (31.03.25);2025-04-14T04:07:38+02:00;13.87;0.4;16.2;16.2;;https://meteoblue.com/de/products/cityclimate/basel#03409997;1744596458
034099BB;Erlenmatt 3;2025-04-14T04:01:17+02:00;12.75;0.4;9.8;9.8;47.56981, 7.60271;https://meteoblue.com/de/products/cityclimate/basel#034099BB;1744596077
034099BD;Bundesstrasse;2025-04-14T03:49:21+02:00;14.95;1.2000000000000002;8.4;8.4;47.55207, 7.57615;https://meteoblue.com/de/products/cityclimate/basel#034099BD;1744595361
034099BE;Wilhelm-Klein-Strasse;2025-04-14T03:06:03+02:00;12.71;0.0;0.0;0.0;47.56991, 7.56761;https://meteoblue.com/de/products/cityclimate/basel#034099BE;1744592763
03409FEF;Hauptstraße;2025-04-14T04:02:38+02:00;12.59;0.2;7.4;7.4;47.592609307299, 7.6097220186571;https://meteoblue.com/de/products/cityclimate/basel#03409FEF;1744596158
03409FF2;Güterstrasse;2025-04-14T04:00:45+02:00;12.53;0.0;0.0;0.0;47.54538, 7.58816;https://meteoblue.com/de/products/cityclimate/basel#03409FF2;1744596045
03409FFF;Schulhaus Leonhard 5;2025-04-14T04:00:02+02:00;12.36;0.4;13.8;13.8;47.55430808, 7.586575282;https://meteoblue.com/de/products/cityclimate/basel#03409FFF;1744596002
0340A001;Alte Straße;2025-04-14T03:59:52+02:00;12.74;1.9999999999999998;18.0;18.0;47.5994809271, 7.5985499475578;https://meteoblue.com/de/products/cityclimate/basel#0340A001;1744595992
0340A00E;Kannenfeldpark;2025-04-14T03:25:35+02:00;15.41;3.2;29.0;29.0;47.56569, 7.56897;https://meteoblue.com/de/products/cityclimate/basel#0340A00E;1744593935
0340A0D7;Gempenstrasse;2025-04-14T04:05:41+02:00;12.79;0.2;10.2;10.2;47.54428, 7.58671;https://meteoblue.com/de/products/cityclimate/basel#0340A0D7;1744596341
0340AD71;Schulhaus Leonhard 2;2025-04-14T04:04:02+02:00;12.53;0.0;17.8;17.8;47.5544591200586, 7.586940062736751;https://meteoblue.com/de/products/cityclimate/basel#0340AD71;1744596242
0340AD7D;Bäumlihofstrasse;2025-04-14T04:08:32+02:00;12.22;0.4;10.4;10.4;47.56967, 7.62723;https://meteoblue.com/de/products/cityclimate/basel#0340AD7D;1744596512
0340AD84;Kornhausgasse;2025-04-14T04:06:51+02:00;11.77;0.0;0.0;0.0;47.55607, 7.58304;https://meteoblue.com/de/products/cityclimate/basel#0340AD84;1744596411
0340AD87;Steingasse;2025-04-14T03:56:34+02:00;12.01;2.4000000000000004;16.0;16.0;47.594049365313, 7.638298944054;https://meteoblue.com/de/products/cityclimate/basel#0340AD87;1744595794
0340AD8B;Klingelbergstrasse1;2025-04-14T03:41:05+02:00;12.51;4.4;18.6;18.6;47.56157, 7.58068;https://meteoblue.com/de/products/cityclimate/basel#0340AD8B;1744594865
0340AD8E;Am Wasserkraftwerk;2025-04-14T04:02:11+02:00;11.94;0.0;0.0;0.0;47.54116176, 7.705843832;https://meteoblue.com/de/products/cityclimate/basel#0340AD8E;1744596131
0340AD93;St. Johanntunnel;2025-04-14T04:04:11+02:00;12.46;0.2;15.2;15.2;47.57066, 7.58095;https://meteoblue.com/de/products/cityclimate/basel#0340AD93;1744596251
0340AD94;Gundeldingerstrasse 1;2025-04-14T04:08:21+02:00;12.02;0.0;3.6;3.6;47.54323, 7.58335;https://meteoblue.com/de/products/cityclimate/basel#0340AD94;1744596501
0340AD97;Höhenstrasse;2025-04-14T04:09:32+02:00;14.35;0.0;1.6;1.6;47.572, 7.65299;https://meteoblue.com/de/products/cityclimate/basel#0340AD97;1744596572
0340AD9F;Lysbüchel 3;2025-04-14T04:05:58+02:00;12.62;0.0;14.4;14.4;47.57342, 7.57367;https://meteoblue.com/de/products/cityclimate/basel#0340AD9F;1744596358
0340D1F7;Hornrain;2025-04-14T03:25:38+02:00;12.75;2.2;17.2;17.2;47.55586417, 7.64760453;https://meteoblue.com/de/products/cityclimate/basel#0340D1F7;1744593938
0340F2EE;Zürcher Strasse;2025-04-14T03:57:27+02:00;16.17;2.4;19.0;19.0;47.55279, 7.6053;https://meteoblue.com/de/products/cityclimate/basel#0340F2EE;1744595847
0340F2EF;Dreirosenbrücke;2025-04-14T04:09:50+02:00;12.48;0.8;12.6;12.6;47.5708030291399, 7.585160728836051;https://meteoblue.com/de/products/cityclimate/basel#0340F2EF;1744596590
0340F2F6;Hüningerstrasse;2025-04-14T04:08:40+02:00;12.71;0.4;19.0;19.0;47.57124, 7.57492;https://meteoblue.com/de/products/cityclimate/basel#0340F2F6;1744596520
0020F940;Syngenta;2025-04-14T06:00:01+02:00;11.99;0.0;23.4;23.4;47.56658, 7.604604;https://meteoblue.com/de/products/cityclimate/basel#0020F940;1744603201
03200246;Binningen;2025-04-14T06:05:49+02:00;11.06;0.0;35.4;35.4;47.5411, 7.58355;https://meteoblue.com/de/products/cityclimate/basel#03200246;1744603549
0320024A;St. Johann;2025-04-14T06:04:17+02:00;12.09;0.0;21.2;21.2;47.56597, 7.58201;https://meteoblue.com/de/products/cityclimate/basel#0320024A;1744603457
0340015E;Lysbüchel 1;2025-04-14T06:07:28+02:00;12.61;0.0;15.0;15.0;47.57355, 7.57355;https://meteoblue.com/de/products/cityclimate/basel#0340015E;1744603648
03400161;Spitalstrasse;2025-04-14T06:07:28+02:00;12.79;0.0;12.8;12.8;47.56335, 7.58294;https://meteoblue.com/de/products/cityclimate/basel#03400161;1744603648
03400163;Office Ready (31.03.25);2025-04-14T06:00:09+02:00;11.96;0.0;3.8;3.8;;https://meteoblue.com/de/products/cityclimate/basel#03400163;1744603209
03400168;Schweizerhalle;2025-04-14T06:09:35+02:00;11.57;0.0;14.0;14.0;47.53086, 7.66182;https://meteoblue.com/de/products/cityclimate/basel#03400168;1744603775
0340016D;Binningen;2025-04-14T06:00:13+02:00;11.19;0.0;21.0;21.0;47.54101, 7.58367;https://meteoblue.com/de/products/cityclimate/basel#0340016D;1744603213
0340019A;Gleisbett (Mast 2);2025-04-14T06:09:35+02:00;11.57;0.0;0.0;0.0;47.54253, 7.60985;https://meteoblue.com/de/products/cityclimate/basel#0340019A;1744603775
0340019F;Gleisbett (Mast 1);2025-04-14T06:01:56+02:00;11.63;0.0;0.0;0.0;47.54212, 7.6135;https://meteoblue.com/de/products/cityclimate/basel#0340019F;1744603316
034001AA;Mast 5 (Gleisbett);2025-04-14T06:09:40+02:00;11.85;0.0;0.0;0.0;47.5428, 7.60326;https://meteoblue.com/de/products/cityclimate/basel#034001AA;1744603780
034001B3;Niederfeldstrasse;2025-04-14T06:00:19+02:00;12.03;0.0;0.0;0.0;47.53074, 7.67954;https://meteoblue.com/de/products/cityclimate/basel#034001B3;1744603219
03400397;Lindenplatz;2025-04-14T06:06:14+02:00;12.33;0.2;6.8;6.8;47.55811, 7.56055;https://meteoblue.com/de/products/cityclimate/basel#03400397;1744603574
0340039D;Bottminger Strasse;2025-04-14T06:02:20+02:00;11.97;0.0;21.0;21.0;47.53058, 7.57343;https://meteoblue.com/de/products/cityclimate/basel#0340039D;1744603340
034003AE;Office Ready (31.03.25);2025-04-14T05:59:16+02:00;12.42;0.2;19.4;21.4;;https://meteoblue.com/de/products/cityclimate/basel#034003AE;1744603156
03409965;Fasanenstrasse;2025-04-14T06:00:15+02:00;12.39;0.0;0.0;0.0;47.571, 7.61641;https://meteoblue.com/de/products/cityclimate/basel#03409965;1744603215
0340996E;Dorenbachstrasse;2025-04-14T06:03:05+02:00;12.09;0.0;0.0;0.0;47.54426, 7.57394;https://meteoblue.com/de/products/cityclimate/basel#0340996E;1744603385
03409971;Allschwilerstrasse;2025-04-14T06:01:51+02:00;12.36;0.0;17.4;17.4;47.55731, 7.56733;https://meteoblue.com/de/products/cityclimate/basel#03409971;1744603311
03409972;Hasenrainstrasse;2025-04-14T05:59:23+02:00;;0.0;15.4;15.4;47.54391, 7.56751;https://meteoblue.com/de/products/cityclimate/basel#03409972;1744603163
03409974;Hofstrasse;2025-04-14T05:56:40+02:00;11.87;1.4;14.6;14.6;47.55773, 7.62675;https://meteoblue.com/de/products/cityclimate/basel#03409974;1744603000
03409975;Office Ready (31.03.25);2025-04-14T06:00:52+02:00;12.43;0.0;12.0;12.0;;https://meteoblue.com/de/products/cityclimate/basel#03409975;1744603252
03409993;Rüdinstrasse;2025-04-14T06:03:50+02:00;12.1;0.0;27.2;27.2;47.5713, 7.64038;https://meteoblue.com/de/products/cityclimate/basel#03409993;1744603430
034099AB;Ahornstrasse;2025-04-14T05:49:47+02:00;12.58;0.2;15.4;15.4;47.557275, 7.57464;https://meteoblue.com/de/products/cityclimate/basel#034099AB;1744602587
034099B3;Maulbeerstrasse;2025-04-14T05:59:58+02:00;13.07;0.0;18.8;18.8;47.56705, 7.60092;https://meteoblue.com/de/products/cityclimate/basel#034099B3;1744603198
034099BB;Erlenmatt 3;2025-04-14T06:01:17+02:00;12.55;0.0;10.4;10.4;47.56981, 7.60271;https://meteoblue.com/de/products/cityclimate/basel#034099BB;1744603277
034099BD;Bundesstrasse;2025-04-14T06:04:20+02:00;14.73;0.0;8.8;8.8;47.55207, 7.57615;https://meteoblue.com/de/products/cityclimate/basel#034099BD;1744603460
034099BE;Wilhelm-Klein-Strasse;2025-04-14T06:06:02+02:00;12.19;0.0;0.0;0.0;47.56991, 7.56761;https://meteoblue.com/de/products/cityclimate/basel#034099BE;1744603562
034099D6;St. Johanns-Ring;2025-04-14T03:55:14+02:00;13.02;2.4;15.4;15.4;47.56208, 7.57414;https://meteoblue.com/de/products/cityclimate/basel#034099D6;1744595714
03409FEC;Baselmattweg;2025-04-14T06:03:01+02:00;12.41;0.0;16.4;16.4;47.55765, 7.55436;https://meteoblue.com/de/products/cityclimate/basel#03409FEC;1744603381
03409FF2;Güterstrasse;2025-04-14T06:00:44+02:00;12.39;0.0;0.0;0.0;47.54538, 7.58816;https://meteoblue.com/de/products/cityclimate/basel#03409FF2;1744603244
03409FF8;Westquaistrasse;2025-04-14T06:06:53+02:00;12.62;15.4;17.0;18.4;47.58648, 7.58861;https://meteoblue.com/de/products/cityclimate/basel#03409FF8;1744603613
03409FFF;Schulhaus Leonhard 5;2025-04-14T06:00:02+02:00;12.46;0.0;14.2;14.2;47.55430808, 7.586575282;https://meteoblue.com/de/products/cityclimate/basel#03409FFF;1744603202
0340A00E;Kannenfeldpark;2025-04-14T04:40:35+02:00;15.04;4.2;33.2;33.2;47.56569, 7.56897;https://meteoblue.com/de/products/cityclimate/basel#0340A00E;1744598435
0340A011;Laupenring;2025-04-14T06:00:55+02:00;14.06;0.2;6.6;6.6;47.548, 7.56738;https://meteoblue.com/de/products/cityclimate/basel#0340A011;1744603255
0340A0D7;Gempenstrasse;2025-04-14T06:05:41+02:00;12.58;0.0;10.6;10.6;47.54428, 7.58671;https://meteoblue.com/de/products/cityclimate/basel#0340A0D7;1744603541
0340AD7E;Erlenmatt 4;2025-04-14T05:59:38+02:00;12.35;0.0;0.6;0.6;47.57016, 7.60209;https://meteoblue.com/de/products/cityclimate/basel#0340AD7E;1744603178
0340AD87;Steingasse;2025-04-14T05:56:34+02:00;11.47;0.0;16.6;16.6;47.594049365313, 7.638298944054;https://meteoblue.com/de/products/cityclimate/basel#0340AD87;1744602994
0340AD89;Unterer Rheinweg 82;2025-04-14T06:01:42+02:00;15.85;0.0;9.4;9.4;47.56598, 7.58689;https://meteoblue.com/de/products/cityclimate/basel#0340AD89;1744603302
0340AD8E;Am Wasserkraftwerk;2025-04-14T06:02:10+02:00;11.68;0.0;0.0;0.0;47.54116176, 7.705843832;https://meteoblue.com/de/products/cityclimate/basel#0340AD8E;1744603330
0340AD8F;Gundeldingerstrasse 2;2025-04-14T05:56:40+02:00;11.64;0.6000000000000001;10.4;10.4;47.54242, 7.58573;https://meteoblue.com/de/products/cityclimate/basel#0340AD8F;1744603000
0340AD90;Claraplatz;2025-04-14T06:05:19+02:00;12.5;0.0;22.2;22.2;47.56191, 7.59474;https://meteoblue.com/de/products/cityclimate/basel#0340AD90;1744603519
0340AD98;Klingelbergstrasse2;2025-04-14T05:57:25+02:00;12.26;0.2;21.0;21.0;47.56169, 7.58069;https://meteoblue.com/de/products/cityclimate/basel#0340AD98;1744603045
0340ADA0;Bahnhof SBB Süd;2025-04-14T06:07:18+02:00;11.99;0.2;14.0;14.0;47.54584, 7.58885;https://meteoblue.com/de/products/cityclimate/basel#0340ADA0;1744603638
0340D1EF;Lindenplatz (Park);2025-04-14T05:47:08+02:00;12.15;1.6;21.0;21.0;47.558, 7.56024;https://meteoblue.com/de/products/cityclimate/basel#0340D1EF;1744602428
0340D1F7;Hornrain;2025-04-14T05:55:38+02:00;12.07;0.2;18.0;18.0;47.55586417, 7.64760453;https://meteoblue.com/de/products/cityclimate/basel#0340D1F7;1744602938
0340F2EA;Käppelestraße;2025-04-14T06:04:48+02:00;23.92;0.0;0.0;0.0;47.602342034899, 7.6548993702183;https://meteoblue.com/de/products/cityclimate/basel#0340F2EA;1744603488
0020F940;Syngenta;2025-04-14T05:00:01+02:00;12.34;0.0;23.2;23.2;47.56658, 7.604604;https://meteoblue.com/de/products/cityclimate/basel#0020F940;1744599601
03200246;Binningen;2025-04-14T05:05:48+02:00;11.57;0.2;35.2;35.2;47.5411, 7.58355;https://meteoblue.com/de/products/cityclimate/basel#03200246;1744599948
03400163;Office Ready (31.03.25);2025-04-14T05:00:16+02:00;11.84;0.0;3.6;3.6;;https://meteoblue.com/de/products/cityclimate/basel#03400163;1744599616
03400168;Schweizerhalle;2025-04-14T05:09:36+02:00;11.45;0.0;14.0;14.0;47.53086, 7.66182;https://meteoblue.com/de/products/cityclimate/basel#03400168;1744600176
0340016A;Schaffhauserrheinweg;2025-04-14T05:05:15+02:00;12.19;0.0;35.4;38.2;47.55702, 7.60092;https://meteoblue.com/de/products/cityclimate/basel#0340016A;1744599915
0340016D;Binningen;2025-04-14T05:00:13+02:00;11.47;0.2;21.0;21.0;47.54101, 7.58367;https://meteoblue.com/de/products/cityclimate/basel#0340016D;1744599613
0340019A;Gleisbett (Mast 2);2025-04-14T05:09:34+02:00;11.87;0.0;0.0;0.0;47.54253, 7.60985;https://meteoblue.com/de/products/cityclimate/basel#0340019A;1744600174
0340019D;Gleisbett (Mast 3);2025-04-14T05:03:05+02:00;12.09;0.0;0.0;0.0;47.54192, 7.60833;https://meteoblue.com/de/products/cityclimate/basel#0340019D;1744599785
034001A3;Aeschenplatz;2025-04-14T04:57:18+02:00;12.48;0.0;19.2;19.2;47.55119, 7.59498;https://meteoblue.com/de/products/cityclimate/basel#034001A3;1744599438
034001A5;Schulhaus Leonhard 1;2025-04-14T05:08:42+02:00;12.9;0.0;1.4;1.4;47.55426883, 7.587061072;https://meteoblue.com/de/products/cityclimate/basel#034001A5;1744600122
034001AF;St. Johann;2025-04-14T05:04:45+02:00;12.61;0.2;22.2;22.2;47.56597, 7.58201;https://meteoblue.com/de/products/cityclimate/basel#034001AF;1744599885
03400394;Brünnlinrain (Laterne);2025-04-14T05:05:26+02:00;12.14;0.0;16.2;16.2;47.59267, 7.65379;https://meteoblue.com/de/products/cityclimate/basel#03400394;1744599926
034003AF;Blotzheimerweg;2025-04-14T04:25:07+02:00;11.83;0.6000000000000001;18.4;18.4;47.56172, 7.5607;https://meteoblue.com/de/products/cityclimate/basel#034003AF;1744597507
034003B1;Office;2025-04-14T05:09:53+02:00;12.34;0.0;18.2;18.2;;https://meteoblue.com/de/products/cityclimate/basel#034003B1;1744600193
03409972;Hasenrainstrasse;2025-04-14T04:59:24+02:00;;0.6000000000000001;15.4;15.4;47.54391, 7.56751;https://meteoblue.com/de/products/cityclimate/basel#03409972;1744599564
0340997F;Kohlenstrasse;2025-04-14T05:09:26+02:00;13.47;0.0;18.2;18.2;47.57612, 7.57353;https://meteoblue.com/de/products/cityclimate/basel#0340997F;1744600166
0340998E;Grenzacherstrasse 487;2025-04-14T03:58:13+02:00;12.4;3.1999999999999997;25.2;25.2;47.56241, 7.62656;https://meteoblue.com/de/products/cityclimate/basel#0340998E;1744595893
0340999B;Hafenstrasse;2025-04-14T04:55:36+02:00;12.06;0.4;20.0;20.0;47.55646, 7.63747;https://meteoblue.com/de/products/cityclimate/basel#0340999B;1744599336
034099A0;Rheinpromenade 1;2025-04-14T05:03:09+02:00;12.94;0.6;10.2;10.2;47.57121, 7.58329;https://meteoblue.com/de/products/cityclimate/basel#034099A0;1744599789
034099A3;Münchensteinstrasse;2025-04-14T05:08:57+02:00;15.64;0.0;21.6;21.6;47.53936, 7.60646;https://meteoblue.com/de/products/cityclimate/basel#034099A3;1744600137
034099B2;In den Schorenmatten;2025-04-14T04:56:53+02:00;12.75;0.8;18.4;18.4;47.57105, 7.60819;https://meteoblue.com/de/products/cityclimate/basel#034099B2;1744599413
034099B3;Maulbeerstrasse;2025-04-14T04:59:59+02:00;13.24;0.4;18.8;18.8;47.56705, 7.60092;https://meteoblue.com/de/products/cityclimate/basel#034099B3;1744599599
034099BD;Bundesstrasse;2025-04-14T05:04:20+02:00;14.86;0.0;8.8;8.8;47.55207, 7.57615;https://meteoblue.com/de/products/cityclimate/basel#034099BD;1744599860
